Date,Sender,Message
2024-10-25 07:55:48+00:00,-1001156495705,https://youtu.be/U3uLmXhHnes
2024-10-25 07:12:22+00:00,-1001156495705,"Trading Alert 📢

Bharti Airtel has moved below the 20-day moving average. A divergence in the daily RSI and weakening momentum indicate a further downside trajectory. 

For trading alerts, visit 👉 http://sam-co.in/samte"
2024-10-25 06:07:45+00:00,-1001156495705,"Seasonality Analysis: Samvardhana Motherson International 📊

Motherson’s global reach and strong industry positioning have led to consistent stock growth

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-25 04:57:03+00:00,-1001156495705,Exit @ 1915
2024-10-25 04:37:14+00:00,-1001156495705,"Seasonality Analysis: Tata Motors 🚗

Tata Motors has consistently delivered positive returns, driven by innovation and strong market demand 🔼

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-25 03:04:43+00:00,-1001156495705,Traders Dashboard
2024-10-24 11:30:30+00:00,-1001156495705,https://youtu.be/9o2R-fSmMDE
2024-10-24 09:33:23+00:00,-1001156495705,Exit @ 71
2024-10-24 09:05:58+00:00,-1001156495705,"TVS Motor Q2 Results: PAT 40%+ YoY, But Stock Falls Over 5% in Two Days📉

In Q2 FY25, TVS Motor has sold 12.28 lakh vehicles and reported 13.8% YoY increase in revenue📈

Its net profit (owner’s share) has also increased strongly by 45.1% YoY in Q2🔼 

However, the stock price fell yesterday (result day) by 3.74% and today by 2.25%🔽 

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-24 07:56:31+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Hero MotoCorp Ltd
Symbol: HEROMOTOCO24OCT5100PE
Rating: Buy 🟢
CMP: ₹79
Stop loss: ₹64
Target: 108
Duration: 1-2 Days
Trade Date: 24-10-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-24 07:28:19+00:00,-1001156495705,EXIT CMP 191.50
2024-10-24 07:13:44+00:00,-1001156495705,"Trading Alert 📢

HDFC Bank sees a multi-year Ascending Triangle breakout, holding above the 20-week EMA with rising volumes and RSI above 60, signaling strong bullish momentum

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-24 05:57:58+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Neogen Chemicals Ltd
Symbol: NEOGEN
Rating: Buy 🟢
CMP: ₹2000
Stop loss: ₹1880
Target: 2340
Duration: 5-10 Days
Trade Date: 24-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-24 05:52:23+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Deepak Fertilisers And Petrochemicals Corporation Ltd
Symbol: DEEPAKFERT
Rating: Buy 🟢
CMP: ₹1124
Stop loss: ₹899
Duration: 1 Year
Trade Date: 24-10-2024
Trade Type: Positional Pick

Note: Since we base our strategy on momentum, predicting the target price might lead to early exits. So, we will update the exit price as soon as the momentum slows down. The maximum holding period for this call is one year.

Name of RA: Amar Nandu

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-24 05:41:26+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24OCT24500PE
Rating: Buy 🟢
CMP: ₹180
Stop loss: ₹160
Target: 240
Duration: INTRADAY
Trade Date: 24-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-24 05:21:07+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Persistent Systems Ltd
Symbol: PERSISTENT
Rating: Buy 🟢
CMP: ₹5643
Stop loss: ₹4514
Duration: 6 Months
Trade Date: 24-10-2024
Trade Type: Momentum Pick

Note: Since we base our strategy on earnings and momentum, predicting the target price might lead to early exits. So, we will update the exit price as soon as the stock loses its momentum or becomes technically weak. Until then enjoy the ride. The ideal holding period for this call is six months.

Name of RA: T Manish

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-24 05:09:28+00:00,-1001156495705,
2024-10-24 04:31:19+00:00,-1001156495705,"We recommended Selan Explorations Technology Ltd as it posted its highest-ever sales and PAT in Q1FY25 and recorded a decent YoY growth. The stock was also trading close to its previous highs.

Despite the company recording such stellar results, the stock lost momentum and continuous market wide fall has led the stock to hit its stop loss.
So, we are recommending to exit at Rs. 792 with a loss of 20%.

Feel free to share your thoughts on the suggested recommendations. You can write to us on support@samco.in"
2024-10-24 04:17:15+00:00,-1001156495705,"Book 85% Profit in Bombay Burmah Trading Corporation Ltd

CMP: ₹ 2704  
Returns: 85.21%
Recommended Price: ₹ 1460
Recommendation Date: 23-10-2023

Bombay Burmah Trading Corporation Limited (BBTCL), a flagship Company of Wadia Group was founded in the year 1863. BBTCL, today, has a presence in diversified business of Tea, Coffee, other plantation products, Biscuits, Dairy products, Auto electric and White goods, weighing products, horticulture, Healthcare products, Dental, orthopaedic and ophthalmic products.

We have completed the one-year holding period with this stock under the Positional Trading Pick. According to the strategy rules, we recommend investors to sell the stock and book 85% profit.

Name of RA: Amar Nandu

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-24 02:57:03+00:00,-1001156495705,Traders Dashboard
2024-10-23 10:28:26+00:00,-1001156495705,We are live 🔴 👉  https://youtube.com/live/RfwXA2hNrcE
2024-10-23 09:14:12+00:00,-1001156495705,
2024-10-23 09:13:55+00:00,-1001156495705,"FSL has given a breakout from its resistance zone of 340-345 level on the daily chart supported by rise in trading volumes. 

Disclaimer: https://sam-co.in/6j"
2024-10-23 06:46:59+00:00,-1001156495705,"Seasonality Analysis: Grasim Industries📊

Grasim's diverse portfolio and operational efficiency have consistently fueled positive stock returns📈

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-23 06:15:17+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Avenue Supermarts Ltd
Symbol: DMART
Rating: Buy 🟢
CMP: ₹4070
Stop loss: ₹3870
Target: 4400
Duration: 5-10 Days
Trade Date: 23-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-23 03:00:17+00:00,-1001156495705,Traders Dashboard
2024-10-22 08:14:37+00:00,-1001156495705,"Falling Sales and Falling Margins For Ultratech Cement in Q2FY25📉

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-22 07:03:06+00:00,-1001156495705,"Close Position, SL Triggered"
2024-10-22 06:43:16+00:00,-1001156495705,Exit @ 262
2024-10-22 06:16:06+00:00,-1001156495705,Book Profit and Exit @ 471
2024-10-22 05:32:46+00:00,-1001156495705,"Seasonality Analysis: Info Edge  

Info Edge's leadership in online recruitment and strategic investments have consistently driven positive stock performance ⏫

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-22 05:32:30+00:00,-1001156495705,"Exit from Jain Irrigation Systems Limited!

Jain Irrigation has hit our stop-loss level on October 22, 2024 leading us to exit the stock due to significant selling pressure amid highly volatile markets."
2024-10-22 04:34:04+00:00,-1001156495705,BOOK PROFIT CMP 232
2024-10-22 04:15:44+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O2424700CE
Rating: Buy 🟢
CMP: ₹180
Stop loss: ₹155
Target: 250
Duration: INTRADAY
Trade Date: 22-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-22 03:57:12+00:00,-1001156495705,
2024-10-22 03:56:51+00:00,-1001156495705,
2024-10-22 02:51:59+00:00,-1001156495705,Traders Dashboard
2024-10-21 12:22:33+00:00,-1001156495705,https://youtu.be/aw9iTTZLQ0A
2024-10-21 06:32:52+00:00,-1001156495705,"Oberoi Realty: Strong Sales and Higher Margins Drives The Surge In Stock📈

The chart displays the financial highlights of Oberoi Realty for Q2FY25📊

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-21 06:11:39+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: EPL Ltd
Symbol: EPL
Rating: Buy 🟢
CMP: ₹274
Stop loss: ₹260
Target: 302
Duration: 5-10 Days
Trade Date: 21-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-21 05:58:50+00:00,-1001156495705,EXIT SL HIT CMP 50
2024-10-21 04:37:38+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: FINNIFTY
Symbol: FINNIFTY24O2224100CE
Rating: Buy 🟢
CMP: ₹85
Stop loss: ₹50
Target: 140
Duration: INTRADAY
Trade Date: 21-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-21 02:44:42+00:00,-1001156495705,Traders Dashboard
2024-10-20 11:49:04+00:00,-1001156495705,
2024-10-19 05:32:01+00:00,-1001156495705,https://youtu.be/vWvcbRxSejQv
2024-10-18 12:31:41+00:00,-1001156495705,"Join us tomorrow at 11 a.m., where Apurva Sheth is in conversation with Rishabh Nahar to address ""All Weather Investing"" 

Don't forget to see this episode exclusively on The Right Choices with the Oracles of Dalal Street"
2024-10-18 11:36:32+00:00,-1001156495705,
2024-10-18 09:04:35+00:00,-1001156495705,"IGL and MGL Shares Drop Over 10% Amid APM Gas Allocation Cuts⛽️

IGL and MGL have announced that the GAIL, the nodal agency for gas distribution under APM, has reduced their gas allocation by ~21% and ~20%, respectively🔽 

This reduction is expected to negatively impact the profitability of both companies📊

Due to this negative news, the share prices of both IGL and MGL have fallen by over 10% today📉

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-18 09:03:37+00:00,-1001156495705,Book Profit and Exit @ 1289
2024-10-18 06:56:08+00:00,-1001156495705,"Seasonality Analysis: India Cement 📊

India Cement has faced challenges, with negative returns driven by weak demand and rising costs.

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-18 06:51:01+00:00,-1001156495705,TARGET ACHIEVED IN 24600CE
2024-10-18 05:41:33+00:00,-1001156495705,"Trading Alert 📢

CDSL displays higher highs and higher lows indicating a sustained uptrend. CDSL bullish momentum is evident as the 10-day Simple Moving Average has crossed above the 20 SMA which signifies a strengthening trend.

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-18 05:01:21+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O2424600CE
Rating: Buy 🟢
CMP: ₹225
Stop loss: ₹190
Target: 270
Duration: INTRADAY
Trade Date: 18-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-18 04:47:45+00:00,-1001156495705,Close Position @ 372
2024-10-18 04:04:00+00:00,-1001156495705,"Exit Alok Industries Ltd 
Returns: (-20%)


Due to the weak Q2 results, the share price has corrected in the past few days. Ultimately, the value has dipped by 20% from our entry point, triggering our pre-established stop loss.

Investors should follow the rules set by the system, cutting losers early and letting winners run."
2024-10-18 03:40:22+00:00,-1001156495705,
2024-10-18 02:50:41+00:00,-1001156495705,Traders Dashboard
2024-10-17 08:49:27+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Aurobindo Pharma Ltd
Symbol: AUROPHARMA24OCT1480PE
Rating: Buy 🟢
CMP: ₹29
Stop loss: ₹21
Target: 46
Duration: 1-2 Days
Trade Date: 17-10-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-17 08:29:40+00:00,-1001156495705,"EXIT CMP 2,90"
2024-10-17 06:50:49+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O1724850CE
Rating: Buy 🟢
CMP: ₹8
Stop loss: ₹1
Target: 30
Duration: INTRADAY
Trade Date: 17-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-17 06:17:54+00:00,-1001156495705,"Bajaj Auto’s Consolidated Profit Slumped in Q2 FY25, Stock Down 11% Today📉

Bajaj Auto reported 22.2% YoY increase in revenue during Q2 FY25, however, its profit fell by 31.4% YoY

Share of loss of ₹580 Cr from associate (six months’ loss booked in Q2) played a key role in downfall of Q2 performance📉

Bajaj Auto’s stock has fallen over 11% today, as the market gets disappointed. However, it has reported the profit growth in standalone books📊

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-17 05:29:49+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Aegis Logistics Ltd
Symbol: AEGISLOG
Rating: Buy 🟢
CMP: ₹732
Stop loss: ₹697
Target: 795
Duration: 5-10 Days
Trade Date: 17-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-17 04:20:25+00:00,-1001156495705,"Seasonality Analysis: Gujarat State Petronet Ltd📊

GSPL has consistently shown positive returns, driven by rising demand for natural gas and operational efficiency🔥💼

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-17 03:42:01+00:00,-1001156495705,
2024-10-17 02:50:06+00:00,-1001156495705,Traders Dashboard
2024-10-16 11:37:17+00:00,-1001156495705,
2024-10-16 10:33:17+00:00,-1001156495705,We are live 🔴 👉 https://youtube.com/live/XZmP3q6vI8g
2024-10-16 09:50:03+00:00,-1001156495705,Book Profit and Exit @ 14.6
2024-10-16 08:45:50+00:00,-1001156495705,
2024-10-16 08:45:21+00:00,-1001156495705,"HDFCAMC has given a breakout from the resistance zones of 4,530-4,540 levels on the daily chart supported by rise in daily volumes.  

Disclaimer: https://sam-co.in/6j"
2024-10-16 08:29:11+00:00,-1001156495705,Revise SL to 372
2024-10-16 05:59:28+00:00,-1001156495705,Book Profit and Exit @ 228.4
2024-10-16 05:07:02+00:00,-1001156495705,"Seasonality Analysis: Ajanta Pharma💊

Ajanta Pharma has shown consistent positive returns, driven by strong demand and innovation📈

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-16 04:54:32+00:00,-1001156495705,Exit @ 15
2024-10-16 04:48:44+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Motilal Oswal Financial Services Limited
Symbol: MOTILALOFS
Rating: Buy 🟢
CMP: ₹946
Stop loss: ₹757
Duration: 1 Year
Trade Date: 16-10-2024
Trade Type: Positional Pick

Note: Since we base our strategy on momentum, predicting the target price might lead to early exits. So, we will update the exit price as soon as the momentum slows down. The maximum holding period for this call is one year.

Name of RA: Amar Nandu

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-16 03:42:28+00:00,-1001156495705,
2024-10-16 02:49:32+00:00,-1001156495705,Traders Dashboard
2024-10-15 11:37:27+00:00,-1001156495705,
2024-10-15 09:41:46+00:00,-1001156495705,
2024-10-15 09:41:23+00:00,-1001156495705,"FIVESTAR has given a breakout from its resistance level of 865-875 on the daily chart supported by rise in volumes. 

Disclaimer: https://sam-co.in/6j"
2024-10-15 08:14:33+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: AU Small Finance Bank Ltd
Symbol: AUBANK24OCT690CE
Rating: Buy 🟢
CMP: ₹17.7
Stop loss: ₹13.7
Target: 27.7
Duration: 1-2 Days
Trade Date: 15-10-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-15 08:07:45+00:00,-1001156495705,"Reliance Industries: Digital Segments Drive Growth Amid Challenges in Oil-to-Chemicals Companies📈

The chart displays the financial highlights of Reliance Industries For Q2FY25📊

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-15 05:50:18+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Dabur India Ltd
Symbol: DABUR24OCT570CE
Rating: Buy 🟢
CMP: ₹10.7
Stop loss: ₹7.6
Target: 16
Duration: 1-2 Days
Trade Date: 15-10-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-15 03:37:49+00:00,-1001156495705,
2024-10-15 02:49:25+00:00,-1001156495705,Traders Dashboard
2024-10-14 11:39:56+00:00,-1001156495705,
2024-10-14 09:56:38+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Anant Raj Ltd
Symbol: ANANTRAJ
Rating: Buy 🟢
CMP: ₹765
Stop loss: ₹728
Target: 858
Duration: 5-10 Days
Trade Date: 14-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-14 09:08:42+00:00,-1001156495705,
2024-10-14 09:08:30+00:00,-1001156495705,"OBEROIRLTY has given a breakout from its resistance zone of 1950-1970 on the daily chart supported by rise in trading volumes.  

Disclaimer: https://sam-co.in/6j"
2024-10-14 08:02:00+00:00,-1001156495705,"Close Position, SL Triggered i"
2024-10-14 07:04:57+00:00,-1001156495705,"Hathway Cable Record Quarterly Revenue Drives Surge in Share Price 📈

The chart displays the financial highlights of Hathway Cable and Datacom for Q2FY25📊

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-14 06:47:43+00:00,-1001156495705,Book Profit and Exit @ 232
2024-10-14 06:32:00+00:00,-1001156495705,"Seasonality Analysis: Radico Khaitan 📊

Radico has shown consistent positive returns during this period, reflecting strong market demand and steady growth

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-14 06:14:06+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O1725000CE
Rating: Buy 🟢
CMP: ₹200
Stop loss: ₹175
Target: 260
Duration: INTRADAY
Trade Date: 14-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-14 06:02:17+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Narayana Hrudayalaya Ltd
Symbol: NH
Rating: Buy 🟢
CMP: ₹1244
Stop loss: ₹1198
Target: 1310
Duration: 5-10 Days
Trade Date: 14-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-14 05:53:45+00:00,-1001156495705,https://youtu.be/8e9BKsVTetg
2024-10-14 05:28:12+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Macrotech Developers Ltd
Symbol: LODHA
Rating: Buy 🟢
CMP: ₹1189
Stop loss: ₹1148
Target: 1270
Duration: 5-10 Days
Trade Date: 14-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-14 05:21:29+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Titan Company Ltd
Symbol: TITAN24OCT3500CE
Rating: Buy 🟢
CMP: ₹76
Stop loss: ₹66
Target: 98
Duration: 1-2 Days
Trade Date: 14-10-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-14 04:36:02+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Goldiam International Ltd
Symbol: GOLDIAM
Rating: Buy 🟢
CMP: ₹368
Stop loss: ₹345
Target: 418
Duration: 5-10 Days
Trade Date: 14-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-14 03:41:52+00:00,-1001156495705,
2024-10-14 02:58:10+00:00,-1001156495705,Traders Dashboard
2024-10-13 11:40:24+00:00,-1001156495705,
2024-10-12 05:46:56+00:00,-1001156495705,"May you avoid these demons and reign victorious over the stock market, this Dussehra."
2024-10-11 12:31:59+00:00,-1001156495705,"Join us tomorrow at 11 a.m., where Apurva Sheth continues his conversation with Dharani Dharan address ""Mastering Options Trading By Automating Your Strategies""

Don't forget to see this episode exclusively on The Right Choices with the Oracles of Dalal Street"
2024-10-11 08:28:18+00:00,-1001156495705,"SIP Inflows, AAUM, and Folio Addition for Sept-2024: Sectoral/Thematic Funds Shine🌟

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-11 07:14:25+00:00,-1001156495705,"Anand Rathi Wealth Q2FY25 Result: AUM Soared 57% YoY! 🚀

Stay updated, visit 👉  http://sam-co.in/samte"
2024-10-11 06:02:26+00:00,-1001156495705,BOOK PROFIT IN 25000PE CMP 189
2024-10-11 05:58:48+00:00,-1001156495705,"Seasonality Analysis: Punjab National Bank📊

PNB's positive returns signal recovery, aided by better asset quality and management

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-11 05:37:35+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O1725000PE
Rating: Buy 🟢
CMP: ₹165
Stop loss: ₹135
Target: 230
Duration: INTRADAY
Trade Date: 11-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-11 05:22:33+00:00,-1001156495705,BOOK PROFIT IN TATACOMM 2000CE CMP 55
2024-10-11 03:14:49+00:00,-1001156495705,Traders Dashboard
2024-10-10 08:25:02+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Jagsonpal Pharmaceuticals Ltd
Symbol: JAGSNPHARM
Rating: Buy 🟢
CMP: ₹460
Stop loss: ₹428
Target: 560
Duration: 5-10 Days
Trade Date: 10-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-10 06:51:33+00:00,-1001156495705,"Ratan Tata’s Influence Lives On as Investors Rally Behind Tata Group🌟

The recent passing of Sir Ratan Tata has prompted not only an outpouring of tributes but also a marked increase in the share prices of Tata Group companies

Investors have rallied around TRF, Tata Investment, and Tata Power, perhaps viewing this as a way to honor a visionary leader whose contributions reshaped India’s industrial landscape🇮🇳

The stock surge reflects the market’s recognition of Tata’s lasting influence, emphasizing investor confidence in the resilience, innovation, and ethical leadership he brought to the Tata Group💼✨

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-10 06:37:45+00:00,-1001156495705,BOOK PROFIT IN 51100CE CMP 630
2024-10-10 06:21:17+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: BANKNIFTY
Symbol: BANKNIFTY16OCT2451100CE
Rating: Buy 🟢
CMP: ₹542
Stop loss: ₹495
Target: 670
Duration: INTRADAY
Trade Date: 10-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-10 05:57:55+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Vindhya Telelinks Ltd
Symbol: VINDHYATEL
Rating: Buy 🟢
CMP: ₹2,135
Duration: 1 Year
Trade Date: 10-10-2024
Trade Type: Value Pick

Note: Since we base our strategy on fundamental parameters, predicting the target price might lead to early exits. So, we will update the exit price as soon as the stock becomes overvalued. Until then hold the stock. The ideal holding period for this recommendation is one year.

Name of RA: Raj Gaikar

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-10 04:30:09+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Tata Communications Ltd
Symbol: TATACOMM24OCT2000CE
Rating: Buy 🟢
CMP: ₹50
Stop loss: ₹40
Target: 76
Duration: 1-2 Days
Trade Date: 10-10-2024
Trade Type: Positional Stock Option
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-10 04:28:47+00:00,-1001156495705,EXIT SL HIT CMP 90
2024-10-10 04:25:38+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O1025100PE
Rating: Buy 🟢
CMP: ₹120
Stop loss: ₹90
Target: 170
Duration: INTRADAY
Trade Date: 10-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-10 04:12:40+00:00,-1001156495705,"Seasonality Analysis: Infosys Ltd 📊

Infosys has experienced negative returns during this period, facing short-term challenges despite its strong position in the IT sector📉

Stay updated, visit 👉 http://sam-co.in/samte"
2024-10-10 04:07:20+00:00,-1001156495705,"Book 60% Profit in Godrej Industries Ltd
CMP: ₹ 1128
Recommended Price: ₹ 705    
Recommendation Date: 09-10-2023  
Duration: 1 Year
Returns: 60%

We have completed the one-year holding period with this stock under the Positional Trading Pick. According to the strategy rules, we recommend investors to sell the stock and book 60% profit. 

Name of RA: Amar Nandu

Disclaimer: https://sam-co.in/6j/"
2024-10-10 02:51:28+00:00,-1001156495705,Traders Dashboard
2024-10-09 10:29:03+00:00,-1001156495705,We are live 🔴 👉 https://youtube.com/live/neKlOtiObq4
2024-10-09 09:59:43+00:00,-1001156495705,
2024-10-09 09:59:22+00:00,-1001156495705,"GAEL has given a trendline breakout on the daily chart supported by rise in the trading volumes today. The stock formed a bullish engulfing candle followed by a confirmation candle today.  

Disclaimer: https://sam-co.in/6j"
2024-10-09 08:28:38+00:00,-1001156495705,"IRB Hits the Fast Lane with Yet Another Quarter of Toll Revenue Growth🚧💰

IRB Infrastructure's September 2024 toll collection saw a 19% YoY rise, with 17 projects operating📈

Stay updated, visit 👉  http://sam-co.in/samte"
2024-10-09 06:24:57+00:00,-1001156495705,EXIT SL HIT CMP 85
2024-10-09 05:23:31+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: NIFTY
Symbol: NIFTY24O1025150CE
Rating: Buy 🟢
CMP: ₹119
Stop loss: ₹85
Target: 190
Duration: INTRADAY
Trade Date: 09-10-2024
Trade Type: Intraday Call
Name of RA: Dhupesh Dhameja

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-09 05:11:30+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Astrazeneca Pharma India Ltd
Symbol: ASTRAZEN
Rating: Buy 🟢
CMP: ₹7940
Stop loss: ₹7580
Target: 8750
Duration: 5-10 Days
Trade Date: 09-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-09 04:48:51+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: Parag Milk Foods Ltd
Symbol: PARAGMILK
Rating: Buy 🟢
CMP: ₹217
Stop loss: ₹203
Target: 245
Duration: 5-10 Days
Trade Date: 09-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
2024-10-09 02:57:56+00:00,-1001156495705,Traders Dashboard
2024-10-08 09:53:25+00:00,-1001156495705,
2024-10-08 09:53:07+00:00,-1001156495705,"SAREGAMA has taken support from its previous resistance level of 580 on the daily chart. Heightened volume activity is seen since last 10 trading sessions.  

Disclaimer: https://sam-co.in/6j"
2024-10-08 09:42:59+00:00,-1001156495705,"RECOMMENDATION ALERT 🔔

Stock Name: FSN E-Commerce Ventures Ltd
Symbol: NYKAA
Rating: Buy 🟢
CMP: ₹192
Stop loss: ₹182.5
Target: 218
Duration: 5-10 Days
Trade Date: 08-10-2024
Trade Type: Short-Term Trade
Name of RA: Om Mehra

Disclaimer: https://sam-co.in/6j/ Samco Securities Ltd"
